standard license,use,distribution,derivatives,commercial,attribution,share alike,notification,license
,,,,,,,,"Rapid Assessment Program (RAP) Biodiversity Survey Database. Conservation International. <rap.conservation.org>. Downloaded on MMDDYYYY.	The Rapid Assessment Program (RAP) Biodiversity Survey Database of the Center for Applied Biodiversity Science (CABS) at Conservation International (CI) provides access to data and images collected on biodiversity surveys conducted by Conservation International. CI makes no guarantee, express or implied, regarding the use of the material with regard to their correctness, reliability, accuracy, or otherwise. While neither CI nor its affiliated or related entities or its content providers shall be responsible or liable to any person, firm, or corporation for any loss, damage, injury, claim, or liability of any kind or character based on or resulting from any information. Users are encouraged to verify all data prior to using it in publications."
,,,,,,,,Terms of use: Please contact the principal investigator Dr. M.J. de Kluijver  (M.J.deKluijver@uva.nl)  before secondary usage of data in electronic or printed form.
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the An Atlas of Breeding Birds of the Burren and Aran Islands 1993 - 1996 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,false,false,?,?,?,?,?,Data may not be used without permission.ECOCEAN Whale Shark Photo-identification LibraryContact webmaster@whaleshark.org
false,true,true,true,false,true,?,false,"__specify Any work using data coming from this resource must include: ""Data originally provided by the test resource"". Data from this resource should not be used for commercial purposes without prior permission.__"
,,,,,,,,RMNH_AVES_PASSERIFORMES version 2007-05-02 Contact Hein van Grouw for use of this data.
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the All Ireland Non-Marine Molluscan Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Anisopodidae and Thaumaleidae (Diptera: Nematocera) of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Bees of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
,,,,,,,,"New Zealand National Vegetation Survey Databank, Landcare Research	Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx"
true,true,true,true,false,true,false,false,Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use. http://creativecommons.org/licenses/by-nc/3.0/
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the BSBI tetrad data for Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,''
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Bryophyte data for Ireland from the British Bryological Society held by the UK's Biological Records Centre. dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Centipedes of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,"W. Van Landuyt, L. Vanhecke, F Van Rossum, I. Hoste"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Craneflies of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Dixidae (Diptera) of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,Usage of Taiwan Forestry Research Institute.
,,,,,,,,RMNH_ACARI_TYPES as published on GBIF. Contact Dr E.J. van Nieukerken (Nieukerken@naturalis.nl)
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Dragonfly Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Harvestmen (Opiliones) of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish National Crayfish Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
,,,,,,,,"RGM_MIJNWEZEN version 2008-05-07Richtlijnen / voorwaarden onder welke de database kan worden gebruikt, eventueel naam van contactpersoon voor meer info."
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish National Frog Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,Lepidopterological Society of Finland and Matti Virtala.
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish New Zealand Flatworm Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish Records from the Fungal Records Database of Britain and Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish vascular plant data 1999-2009 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
,,,,,,,,"Whenever information that is provided through this website, is used by third parties, reference should be made to the website for example by the following or similar phrasing:De Meyer, M. & I.M. White. 2004. True fruit flies (Diptera, Tephritidae) of the Africa. A queryable website on taxon and specimen information for afrotropical Ceratitidine fruit flies. http://projects.bebif.be/enbi/fruitfly/. Tervuren: Royal Museum for Central Africa. Access date: 10/12/2007.	Collection specimens are the property of the respective institutions where they are deposited. All data associated with those particular specimens are therefore also property of those institutions. Most of them are already available and belong to the public domain since these were published in taxonomic revisions under headings such as 'Material examined'. When information of a particular specimen is used, reference should be made to the museum where it is housed, by indicating the institution's name or acronym.Copyright of the images (photographs or drawings) used is indicated on the individual image. This is either the institution where the photograph was taken or the photographer that took it. In case of published drawings, the copyright remains with the publisher. Permission was sought from the publishers for reproducing the drawings published in Bulletin of Entomological Research, Zoological Journal of the Linnean Society, Systematic Entomology, Cimbebasia and Journal of Natural History. For the unpublished drawings, the copyright remains with the authors of the manuscripts and will be transferred to the appropriate journals when the manuscripts will be published."
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish Wetland Birds Survey (I-WeBS) 1994-2001. dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Irish Wire Weed (Sargassum muticum) Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the National Invasive Species Database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Northern Ireland European hare (Lepus europaeus) survey 2005 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,Source of data should be cited where possible.
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the NPWS Pine Marten database dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Otter Survey of Ireland 1982 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Pseudoscorpions of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Reptiles and Amphibians Distribution Atlas 1978 (An Foras Forbartha) dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Sorbus in Killarney, Co.Kerry dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Flora of County Clare dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the CréBeo Earthworm Records 2006/7 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Gibson spider collection dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
,,,,,,,,"Collection specimens are the property of the respective institutions where they are deposited. All data associated with those particular specimens are therefore also property of those institutions. When information of a particular specimen is used, reference should be made to the herbarium where it is housed, by indicating the institution's name or acronym."
false,true,true,true,true,true,false,false,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Irish Squirrel Survey 2007 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,"Miscellaneous Vascular Plants, Quentin Groom, National Botanical Garden of Belgium."
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Water Beetles of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
,,,,,,,,RGM_GERTH version 2008-05-03Contact Dr. W. Renema
false,true,true,true,true,true,false,false,"Copyright 2012, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Flora of County Waterford dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
false,?,?,?,?,?,?,?,Matti Virtala and the Finnish Expert Group on Diptera.
false,?,?,?,?,?,?,?,Matti Virtala and Arakno.
,,,,,,,,RMNH_PISCES_CICHLIDAE as published on GBIF. Contact Dr. M.J.P. van Oijen (Oijen@naturalis.nl)
,,,,,,,,"MNH_INVERTEBRATE_MARINE_EXPEDITIONS_SPECIMENS as presented to NL-BIF on May 9th, 2007Contact Dr B. W. Hoeksema"
,,,,,,,,"Las restricciones incluyen la disección o realización de cortes histológicos y análisis moleculares, o cualquier otro tipo de técnicas destructivas, excepto que se autorice expresamente dicho uso. Advertencia: La colección puede usarse mediante préstamo (con restricciones del préstamo de tipos para lo que se dirigirán las solicitudes a los museos correspondientes). El estudio in situ de ejemplares, es posible dependiendo de la disponibilidad de tiempo y espacio en el departamento de la UPV/EHU, así como del reconocimiento del investigador solicitante como especialista del grupo faunístico."
false,?,?,?,?,?,?,?,© Senckenberg Museum für Naturkunde Görlitz
,,,,,,,,Pictures and multi-media-objects are under copyright.
false,true,false,false,?,true,?,true,"SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,See: http://www.mnh.si.edu/rc/db/2data_access_policy.html
,,,,,,,,"Acuerdos de uso de datos • La calidad y la exhaustividad de los datos no puede ser garantizada. Los usuarios utilizan estos datos a su propio riesgo. • Los usuarios deberán respetar las restricciones de acceso a datos sensibles. • A fin de que la atribución de uso a los propietarios de los datos de lo posible, el identificador de la propiedad de los datos deben ser conservados con cada registro de datos. • Los usuarios deben reconocer públicamente, en relación con el uso de los datos, los proveedores de datos de los datos de biodiversidad, cuya que han utilizado. Los proveedores de datos pueden requerir la atribución adicional de colecciones específicas dentro de su institución. • Los usuarios deben cumplir con los términos y condiciones de uso establecidas por el proveedor de datos. Cuando estos existen, estarán disponibles a través de los metadatos asociados con los datos."
,,,,,,,,The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.
,,,,,,,,"The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose. The database or part of it may only be used or copied by the written permission from the legal owner. If used for publication, we ask for a copy or an off-print. This data is copyrighted by the respective owner."
false,true,false,false,?,true,?,true,"Redpath Museum (RMMU) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the RMMU. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the RMMU notified. The RMMU and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,true,"The Auburn University Museum makes its records available for scholarly research. These records may not be repackaged, resold, or redistributed in any form without the written consent of the director or curator of the collection. Use of these records in written or oral reports must acknowledge AUM as the source and AUM must be notified of such use. Auburn University and its staff are not responsible for damages, injury, or loss due to the use of these records."
false,true,false,false,?,true,?,true,"University of Alabama herpetology data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Alabama. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UA notified. The University of Alabama or its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,?,true,?,true,"UWBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the UWBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UWBM notified. The Burke Museum and its staff are not responsible for damages, injury or loss due to the use of these data."
false,?,?,?,?,?,?,?,"©UPMC,CNRS,PIERRE FABRE2008"
,,,,,,,,Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.
false,true,false,false,false,true,?,true,"UAZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the section Curator, Collection Manager or Director of the University of Arizona Museum of Natural History or the Department of Ecology and Evolutionary Biology. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Museum of Natural History or the Department of Ecology and Evolutionary Biology notified. UAZ or its staff are not responsible for damages, injury or loss due to the use of this data."
,,,,,,,,http://www.scai.uma.es/resources/documentos/HER/Condiciones_y_reservas_MGC.pdf
,,,,,,,,http://www.uniovi.es/BOS/Herbario/FCO.htm
false,true,false,false,?,true,?,true,"Copenhagen Bird Ringing Centre (CBRC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of CBRC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and CBRC notified."
,,,,,,,,free according to the standards of scientific publications
,,,,,,,,"CONDICIONES Y RESERVAS DE USO DE LOS DATOS 1. Redistribución: Queda estrictamente prohibida la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. 2. Reconocimientos: El uso de los datos conlleva la obligación de reconocer y citar su utilización explícitamente. Esta atribución se debe mantener en cualquier uso subsecuente de los datos. 3. Información obtenida: el usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies). El Departamento de Biología Animal de la Universidad de La Laguna, y subsidiariamente La Universidad de La Laguna, se reservan el derecho de actuar legalmente contra los infractores de estas condiciones de uso. CONDITIONS AND PROVISOS FOR USE OF CONTENT. 1. Data are provided on an end-user basis- that is, data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access. 2. Proper acknowledgment of the data source institutions is expected; the data use implies explicit acknowledgment which should be kept with any subsequent use of the data. 3. Data obtained: Data are provided under the understanding that their use will be generally consistent with the philosophy of not causing detriment to wild species and ecosystem balance. The Departamento de Biología Animal de La Universidad de La Laguna, and subsidiarily the Universidad de La Laguna, reserve the right to pursue legal actions against those infringing these conditions of use."
false,true,false,false,?,true,?,false,"TUMNH data records are intended for use by individual researchers, research groups, and for educating the general public about biodiversity. The data may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of TUMNH. Use of any of these records in analyses, report, or publications must acknowledge TUMNH as provenance of the original data. TUMNH and its staff are not responsible for any damage, injury or loss due to the use of these data."
false,?,false,?,?,?,?,?,Release with permission of the appropriate parties
false,true,true,true,true,true,?,false,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply.
false,?,?,?,?,?,?,?,Alpha version! Use at own risc.
true,false,false,false,?,?,?,true,All rights reserved
,,,,,,,,"InterpretaciÃ³n: Los datos contenidos son los disponibles por el Servicio de Biodiversidad de la Generalitat Valenciana (ConsellerÃ­a de Medio Ambiente,,,,,.,,) obtenidos bien a travÃ©s del propio personal del Servicio, de contratos o facilitados por centros de investigaciÃ³n y colaboradores voluntarios. La propiedad de los datos corresponde a las personas que los han facilitado. Uso comercial de los datos: Se prohÃ­be el uso comercial de los datos obtenidos, o que conlleve beneficio econÃ³mico, sin el consentimiento explÃ­cito de la Conselleria de Medio Ambiente, Agua, Urbanismo y Vivienda. RedistribuciÃ³n: La ediciÃ³n, reproducciÃ³n, redistribuciÃ³n, adiciÃ³n o reducciÃ³n total o parcial de la informaciÃ³n, incluida su incorporaciÃ³n a otras bases de datos de acceso libre o restringido, requerirÃ¡ de la menciÃ³n expresa de la fuente de informaciÃ³n (BDBCV). Reconocimientos: El uso de los datos conlleva la obligaciÃ³n de reconocer y citar su uso explÃ­citamente como: Banco de Datos de Biodiversidad de la Comunitat Valenciana. Http://bdb.cma.gva.es(mÃ¡s fecha de consulta). Esta atribuciÃ³n se debe mantener en cualquier uso subsecuente de los datos. InformaciÃ³n obtenida: el usuario se compromete a que la informaciÃ³n obtenida no sea utilizada en detrimento de la conservaciÃ³n de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecolÃ³gico (extracciÃ³n indiscriminada o introducciÃ³n de especies). Uso de la informaciÃ³n negativa: los datos de biodiversidad constatan presencias; es decir, la falta de datos de una especie en un punto no implica que no se encuentre ahÃ­. Es fundamental tomar en cuenta este extremo para un uso apropiado de los datos. La Conselleria de Medio Ambiente, Agua, Urbanismo y Vivienda se reserva el derecho de actuar legalmente contra los infractores de estas condiciones de uso."
,,,,,,,,"Data are freely available through GBIF and through the AADC web site. If substantial parts of the database is used for other data or information products, please acknowledge the source."
,,,,,,,,"Data are freely available through GBIF, OBIS, SCAR-MarBIN and through the AADC web site. If substantial parts of the database is used for other data or information products, please acknowledge the source (ABBBS)."
,,,,,,,,GBIF Data Sharing Agreement is applied.  Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.
false,?,?,?,?,?,?,?,© Estonian Museum of Natural History
false,?,?,?,?,?,?,?,© Institute of Geology at TUT
,,,,,,,,"La base de datos o parte de ella, sólo podrá ser utilizada con el permiso del director del Departamento de Investigación y Experiencias Forestales de Valonsadero de la Junta de Castilla y León"
false,?,?,?,?,?,?,?,TaxaSBFC/CBNFC
false,true,false,false,false,true,?,true,"ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data."
false,true,false,false,?,true,?,true,"NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data."
false,true,true,true,true,false,false,false,Público
false,?,?,?,?,?,?,?,Investigadores de reconocida competencia científica o avalados por personas o instituciones que tengan dicho reconocimiento
,,,,,,,,libre selon les normes des citations des publications scientifique
false,?,?,?,?,?,?,?,preview data
,,,,,,,,"Use of this data for commercial or for-profit applications requires written authorization from Micoteca da Universidade do Minho, University of Minho."
false,true,false,false,false,true,?,true,"University of Colorado Museum of Natural History data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curators or Director of the University of Colorado Museum of Natural History. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Colorado Museum of Natural History notified. UCM or its staff are not responsible for damages, injury or loss due to the use of these data."
false,?,?,?,?,?,?,?,(C) Christopher Walker
,,,,,,,,No part of this data base may be copied or reproduced without written permission from the legal owner.
false,true,true,true,true,false,false,false,Commercially available
,,,,,,,,"The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose. No part of this data base may be copied or reproduced without written permission from the legal owner. The Intellectual Property Rights are held by the legal owner or, in case of living persons, by the collector or determinator."
,,,,,,,,"GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.If these data comprise a significant part of data used in publication, the creator of this resource must be given the possibility to comment a manuscript, and offered the possibil"
,,,,,,,,Contact us before using the data
true,true,false,true,true,true,?,true,"Data records from Camargo Collection – RPSP are available for use, observed the conditions below: any use of the data records in analysis or reports must be acknowledged, with the provenance of the original data, and the responsible for RPSP notified; the data must not be redistributed in whole or in part without explicit written permission of the responsible for the collection. A copy of any publication in which the data appear must be sent to RPSP. Individual researchers and their institutions are liable for the proper use of data from the RPSP. The accuracy of the identification of the specimens and data associated is not guaranteed by the RPSP. Dados de registros da Coleção Camargo – RPSP estão disponíveis para uso, desde que observadas as seguintes condições: qualquer uso dos dados de registros em análises ou publicações devem constar nos agradecimentos, com a devida indicação de procedência dos dados originais, e o responsável pela RPSP deve ser notificado; os dados, mesmo parciais, não podem ser redistribuídos sem explícita autorização escrita do responsável pela coleção. Uma cópia de qualquer publicação em que os dados sejam citados deve ser enviada a RPSP. Pesquisadores e suas instituições são responsáveis pelo uso adequado dos dados. A RPSP não dá garantias da acurácia da identificação dos espécimens e dos dados associados."
,,,,,,,,"Os dados não devem ser usados para fins comerciais. Esta coleção faz todo esforço para minimizar a entrada de erros dos dados, entretanto não garantimos que a base dados esteja livre de erros, tanto na identificação quanto etiquetagem dos espécimens."
false,?,?,?,?,?,?,?,No
false,true,false,false,?,true,?,true,"UMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the UMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MVZ notified. The Utah Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,?,true,?,true,"UC Riverside Entomology Collection (UCRC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the UCRC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCRC notified. The UCRC and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,true,true,true,true,false,false,Acknowledge source
,,,,,,,,"Any data gained from the results of the European Moth Nights and the full text or shortened version of the relevant scientific balance complete with maps may be freely used for further scientific, nature conservancy or educational purposes. Only the indic"
,,,,,,,,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge this use of the OBIS facility. Recognise the limitations of data in OBIS.
false,true,true,true,true,true,false,false,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge the use of the OBIS facility. Recognise the limitatons of data in OBIS.
false,true,true,true,true,true,false,false,"Acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
,,,,,,,,See COPAS website link for more details
,,,,,,,,"You may access and use the Information only if you agree to and abide by the terms of this Agreement. Permission is granted to access and use the Information from this site, provided that:                 http://eurisco.ecpgr.org/_1About/9Legal/index.php. Copyright laws and treaty provisions protect information appearing on this site (""Information""). Bioversity International (former IPGRI) or the original provider of the Information holds the copyright on such information. None of the Information may be copied, reproduced, modified, published, up/downloaded, posted, retransmitted, sold, broadcast, circulated or distributed in any form or by any means other than as described below, or with prior written permission of the copyright holder, Bioversity International or the original provider.                 http://eurisco.ecpgr.org/_1About/9Legal/index.php."
false,?,?,?,?,?,?,?,Herbarium of the University of Zurich
,,,,,,,,http://araib.ennor.org/conduse.html
