,,,,,,,,1,"A copy of final article paper, book, etc to be forwarded to data provider.",,,,,,,,,"A copy of final article paper, book, etc to be forwarded to data provider."
,,,,,,,,2,"KU data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KU Mammal Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and KUNHM notified. The University of Kansas Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"KU data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KU Mammal Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and KUNHM notified. The University of Kansas Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"LACM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the LACM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the LACM notified. The Natural History Museum of Los Angeles County or its staff is not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"LACM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the LACM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the LACM notified. The Natural History Museum of Los Angeles County or its staff is not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"LSUMZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the section Curator or Director of the LSU Museum of Natural Science. If any of these records are used in an analysis, report, or publication, the provenance of the original data must be acknowledged and the LSUMZ notified. The Museum of Natural Science or its staff is not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"LSUMZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the section Curator or Director of the LSU Museum of Natural Science. If any of these records are used in an analysis, report, or publication, the provenance of the original data must be acknowledged and the LSUMZ notified. The Museum of Natural Science or its staff is not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,2,"LSUMZ data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the LSU Museum of Natural Science. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the LSU Museum of Natural Science notified. The Museum of Natural Science Zoology and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"LSUMZ data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the LSU Museum of Natural Science. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the LSU Museum of Natural Science notified. The Museum of Natural Science Zoology and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"La Dirección General de Investigación, Desarrollo Tecnológico e Innovación de la Junta de Extremadura(DGIDTI), a través del Herbario HSS, expone las siguientes limitaciones al uso de los datos contenidos en la base de datos HSS2006 Uso comercial de los datos: Se prohíbe el uso comercial de los datos obtenidos, o que conlleve beneficio económico, sin el consentimiento explícito de la DGIDTI Redistribución: Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. Reconocimientos: El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente (www.gbif.net. (date when consulted). Herbarium HSS. (Register numbers). Centro de Investigación La Orden-Valdesequera.). Esta atribución se debe mantener en cualquier uso subsiguiente de los datos. Información obtenida: el usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies).",,,,,,,,,"La Dirección General de Investigación, Desarrollo Tecnológico e Innovación de la Junta de Extremadura(DGIDTI), a través del Herbario HSS, expone las siguientes limitaciones al uso de los datos contenidos en la base de datos HSS2006 Uso comercial de los datos: Se prohíbe el uso comercial de los datos obtenidos, o que conlleve beneficio económico, sin el consentimiento explícito de la DGIDTI Redistribución: Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. Reconocimientos: El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente (www.gbif.net. (date when consulted). Herbarium HSS. (Register numbers). Centro de Investigación La Orden-Valdesequera.). Esta atribución se debe mantener en cualquier uso subsiguiente de los datos. Información obtenida: el usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies)."
,,,,,,,,1,"La base de datos o parte de ella, sólo podrá ser utilizada con el permiso del director del Departamento de Investigación y Experiencias Forestales de Valonsadero de la Junta de Castilla y León",,,,,,,,,"La base de datos o parte de ella, sólo podrá ser utilizada con el permiso del director del Departamento de Investigación y Experiencias Forestales de Valonsadero de la Junta de Castilla y León"
,,,,,,,,1,"Las publicaciones basadas en material de CEAB-CSIC deben incluir: (1) una lista de todas las colecciones de CEAB-CSIC utilizadas, preferentemente con el número de CEAB-CSIC y el nombre del investigador colector-identificador (PUIG M.A.) (2) Para publicaciones basadas en especímenes o en datos de CEAB-CSIC, donde se utilicen los mismos sin añadir nueva información (revisiones, georeferenciación, etc) se consultará con el investigador (PUIG M.A.) para establecer la forma de reconocimiento que aparecerá en la publicación (3) Para publicaciones en que se utilicen especímenes de CEAB-CSIC, colectados, descritos, identificados, iconografiados o estudiados por investigadores en activo del CEAB-CSIC será necesario pactar la coautoría de las mismas, en función del número de ejemplares utilizados y de la naturaleza de la publicación (4) Para publicaciones basadas en bases de datos generadas a partir de las colecciones del CEAB-CSIC, se consultará con el investigador (PUIG M.A.) para establecer la forma de reconocimiento que aparecerá en la publicación.",,,,,,,,,"Las publicaciones basadas en material de CEAB-CSIC deben incluir: (1) una lista de todas las colecciones de CEAB-CSIC utilizadas, preferentemente con el número de CEAB-CSIC y el nombre del investigador colector-identificador (PUIG M.A.) (2) Para publicaciones basadas en especímenes o en datos de CEAB-CSIC, donde se utilicen los mismos sin añadir nueva información (revisiones, georeferenciación, etc) se consultará con el investigador (PUIG M.A.) para establecer la forma de reconocimiento que aparecerá en la publicación (3) Para publicaciones en que se utilicen especímenes de CEAB-CSIC, colectados, descritos, identificados, iconografiados o estudiados por investigadores en activo del CEAB-CSIC será necesario pactar la coautoría de las mismas, en función del número de ejemplares utilizados y de la naturaleza de la publicación (4) Para publicaciones basadas en bases de datos generadas a partir de las colecciones del CEAB-CSIC, se consultará con el investigador (PUIG M.A.) para establecer la forma de reconocimiento que aparecerá en la publicación."
,,,,,,,,1,"Las restricciones incluyen la disección o realización de cortes histológicos y análisis moleculares, o cualquier otro tipo de técnicas destructivas, excepto que se autorice expresamente dicho uso. Advertencia: La colección puede usarse mediante préstamo (con restricciones del préstamo de tipos para lo que se dirigirán las solicitudes a los museos correspondientes). El estudio in situ de ejemplares, es posible dependiendo de la disponibilidad de tiempo y espacio en el departamento de la UPV/EHU, así como del reconocimiento del investigador solicitante como especialista del grupo faunístico.",,,,,,,,,"Las restricciones incluyen la disección o realización de cortes histológicos y análisis moleculares, o cualquier otro tipo de técnicas destructivas, excepto que se autorice expresamente dicho uso. Advertencia: La colección puede usarse mediante préstamo (con restricciones del préstamo de tipos para lo que se dirigirán las solicitudes a los museos correspondientes). El estudio in situ de ejemplares, es posible dependiendo de la disponibilidad de tiempo y espacio en el departamento de la UPV/EHU, así como del reconocimiento del investigador solicitante como especialista del grupo faunístico."
,,,,,,,,1,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Bird Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Bird Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Fish Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Fish Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Herp Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Herp Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Mammal Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Mammal Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"MNH_INVERTEBRATE_MARINE_EXPEDITIONS_SPECIMENS as presented to NL-BIF on May 9th, 2007Contact Dr B. W. Hoeksema",,,,,,,,,"MNH_INVERTEBRATE_MARINE_EXPEDITIONS_SPECIMENS as presented to NL-BIF on May 9th, 2007Contact Dr B. W. Hoeksema"
,,,,,,,,1,"MSB data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MSB notified. The University of New Mexico's Museum of Southwestern Biology and its staff are not responsible for damages, injury, or loss due to the use of these data.",false,true,false,false,?,true,?,true,"MSB data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MSB notified. The University of New Mexico's Museum of Southwestern Biology and its staff are not responsible for damages, injury, or loss due to the use of these data."
,,,,,,,,1,"MZNA data records may be used by individual researchers or research groups, but any commercial usage requires prior express written agreement with the Department of Zoology and Ecology of UNAV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MZNA must be notified. Standard disclaimers apply.",false,true,true,true,false,true,false,true,"MZNA data records may be used by individual researchers or research groups, but any commercial usage requires prior express written agreement with the Department of Zoology and Ecology of UNAV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MZNA must be notified. Standard disclaimers apply."
,,,,,,,,1,"Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"Miscellaneous Vascular Plants, Quentin Groom, National Botanical Garden of Belgium.",false,?,?,?,?,?,?,?,"Miscellaneous Vascular Plants, Quentin Groom, National Botanical Garden of Belgium."
,,,,,,,,1,"NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.",false,true,false,false,?,true,?,true,"NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data."
,,,,,,,,1,"NYSM data records may be used by individual researchers or researchgroups, but they may not be repackaged, resold, or redistributed in anyform without the express written consent of a curatorial staff member ofthe NYSM. If any of these records are used in an analysis or report, theprovenance of the original data must be acknowledged and the NYSMnotified. The NYSM and its staff are not responsiblefor damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"NYSM data records may be used by individual researchers or researchgroups, but they may not be repackaged, resold, or redistributed in anyform without the express written consent of a curatorial staff member ofthe NYSM. If any of these records are used in an analysis or report, theprovenance of the original data must be acknowledged and the NYSMnotified. The NYSM and its staff are not responsiblefor damages, injury or loss due to the use of these data."
,,,,,,,,1,"New Mexico Museum of Natural History and Science (NMMNH) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NMMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NMMNH notified. The NMMNH and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"New Mexico Museum of Natural History and Science (NMMNH) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NMMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NMMNH notified. The NMMNH and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"New Mexico Museum of Natural History and Science (NMMNH) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NMMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged,the NMMNH notified and a copy of the publication sent to the NMMNH. The NMMNH and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,false,true,?,true,"New Mexico Museum of Natural History and Science (NMMNH) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NMMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged,the NMMNH notified and a copy of the publication sent to the NMMNH. The NMMNH and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"New Zealand National Vegetation Survey Databank, Landcare Research	Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx",,,,,,,,,"New Zealand National Vegetation Survey Databank, Landcare Research	Use of the full NVS survey dta is covered by the NVS Protocol: see http://nvs.landcareresearch.co.nz/html/NVSprotocol.aspx"
,,,,,,,,1,"Ni el Instituto Universitario CIBIO ni sus miembros se responsabilizan de la exactitud, fiabilidad y grado de cobertura de los datos, ni del uso que se les pueda dar. Se prohíbe el uso comercial de los datos obtenidos sin el consentimiento explícito del Instituto Universitario CIBIO. Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente. Esta atribución se debe mantener en cualquier uso subsecuente de los datos. El usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies). Los datos de biodiversidad constatan generalmente presencias; es decir, la falta de datos de una especie en un punto no implica que no se encuentre ahí. El muestreo biológico es normalmente irregular, incompleto e influido por factores ajenos al objeto de muestreo. Es fundamental tomar en cuenta este extremo para un uso apropiado de los datos. El Instituto Universitario CIBIO se reserva el derecho de actual legalmente contra los infractores de estas condiciones de uso. No responsibility by the CIBIO Universitary Institut and their members of the accuracy, reliability, or completeness of the data or information provided data is accepted for uses or misuses. Use of the data for commercial or for-profit applications are permitted only via written permission from the CIBIO Universitary Institut. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access. The data use implies explicit acknowledgment which should be kept with any subsequent use of the data. Data are provided under the understanding that their use will be generally consistent with the philosophy of not causing detriment to wild species and ecosystem balance. Biodiversity data generally constitute positive information only; that is, absence of a record does not always mean absence of a particular species from particular point in space and time. Because biodiversity sampling is notoriously spotty, biased, and incomplete, understanding the positive-only nature of the data is critical to their proper use. The CIBIO Universitary Institut reserves the right to pursue legal actions against those infringing these conditions of use.",,,,,,,,,"Ni el Instituto Universitario CIBIO ni sus miembros se responsabilizan de la exactitud, fiabilidad y grado de cobertura de los datos, ni del uso que se les pueda dar. Se prohíbe el uso comercial de los datos obtenidos sin el consentimiento explícito del Instituto Universitario CIBIO. Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente. Esta atribución se debe mantener en cualquier uso subsecuente de los datos. El usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies). Los datos de biodiversidad constatan generalmente presencias; es decir, la falta de datos de una especie en un punto no implica que no se encuentre ahí. El muestreo biológico es normalmente irregular, incompleto e influido por factores ajenos al objeto de muestreo. Es fundamental tomar en cuenta este extremo para un uso apropiado de los datos. El Instituto Universitario CIBIO se reserva el derecho de actual legalmente contra los infractores de estas condiciones de uso. No responsibility by the CIBIO Universitary Institut and their members of the accuracy, reliability, or completeness of the data or information provided data is accepted for uses or misuses. Use of the data for commercial or for-profit applications are permitted only via written permission from the CIBIO Universitary Institut. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access. The data use implies explicit acknowledgment which should be kept with any subsequent use of the data. Data are provided under the understanding that their use will be generally consistent with the philosophy of not causing detriment to wild species and ecosystem balance. Biodiversity data generally constitute positive information only; that is, absence of a record does not always mean absence of a particular species from particular point in space and time. Because biodiversity sampling is notoriously spotty, biased, and incomplete, understanding the positive-only nature of the data is critical to their proper use. The CIBIO Universitary Institut reserves the right to pursue legal actions against those infringing these conditions of use."
,,,,,,,,1,"Not to be used for publication without permission from the Originator. Also, acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details.",,,,,,,,,"Not to be used for publication without permission from the Originator. Also, acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
,,,,,,,,1,"Not to use the data herein for any commercial purpose. To acknowledge the original data source in any publications or presentations based off data found herein. ChEss does not own any of the data in the database. All data have been obtained from the litterature and the related references are available in the database. Not to hold ChEssBase liable for any errors in the database. While we have made every effort to ensure quality and correctness in the database, we can not guarantee this.",,,,,,,,,"Not to use the data herein for any commercial purpose. To acknowledge the original data source in any publications or presentations based off data found herein. ChEss does not own any of the data in the database. All data have been obtained from the litterature and the related references are available in the database. Not to hold ChEssBase liable for any errors in the database. While we have made every effort to ensure quality and correctness in the database, we can not guarantee this."
,,,,,,,,1,"Oregon State University data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curator of the appropriate collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and Oregon State University notified. Oregon State University and its staff are not responsible for damages, injury or loss due to the use of these data.",false,?,false,false,false,true,?,true,"Oregon State University data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curator of the appropriate collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and Oregon State University notified. Oregon State University and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"Oregon State University records may be used for research, but they may not be repackaged, resold, or redistributed in any form with out the prior written consent of the Oregon State University Herbarium. If any of these records are used in a publication, the provenance of the original data must be acknowledged and a reprint would be appreciated. The Oregon State University Herbarium and its staff are not responsible for damages, injury or loss due to the use of these data.",false,?,false,false,false,true,?,true,"Oregon State University records may be used for research, but they may not be repackaged, resold, or redistributed in any form with out the prior written consent of the Oregon State University Herbarium. If any of these records are used in a publication, the provenance of the original data must be acknowledged and a reprint would be appreciated. The Oregon State University Herbarium and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"Os dados não devem ser usados para fins comerciais. Esta coleção faz todo esforço para minimizar a entrada de erros dos dados, entretanto não garantimos que a base dados esteja livre de erros, tanto na identificação quanto etiquetagem dos espécimens.",,,,,,,,,"Os dados não devem ser usados para fins comerciais. Esta coleção faz todo esforço para minimizar a entrada de erros dos dados, entretanto não garantimos que a base dados esteja livre de erros, tanto na identificação quanto etiquetagem dos espécimens."
,,,,,,,,1,"Owner grants GBIF a worldwide, non-exclusive right to: (i) use,        reproduce, perform, display, archive, transmit and distribute the        Content (including any trademarks, tradenames and logos in the        Content) in electronic form in connection with the Site, (ii) allow        users of the Site to use, search, copy, download and transmit the        Content, and (iii) modify and reformat the Content, but solely to the        extent necessary and for the purposes of: (a) conforming to the format        and ""look and feel"" of the Site, and (b) creating snippets, headlines        or teasers consisting of selected lines or sections from the Content        to be displayed on the Site (or displayed on other websites owned by        GBIF for the purposes of directing traffic to the Site).",,,,,,,,,"Owner grants GBIF a worldwide, non-exclusive right to: (i) use,        reproduce, perform, display, archive, transmit and distribute the        Content (including any trademarks, tradenames and logos in the        Content) in electronic form in connection with the Site, (ii) allow        users of the Site to use, search, copy, download and transmit the        Content, and (iii) modify and reformat the Content, but solely to the        extent necessary and for the purposes of: (a) conforming to the format        and ""look and feel"" of the Site, and (b) creating snippets, headlines        or teasers consisting of selected lines or sections from the Content        to be displayed on the Site (or displayed on other websites owned by        GBIF for the purposes of directing traffic to the Site)."
,,,,,,,,1,"PSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the PSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the PSM notified. The James R. Slater Museum of Natural History or its staff is not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"PSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the PSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the PSM notified. The James R. Slater Museum of Natural History or its staff is not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,16,"Peabody Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Peabody notified. Yale University and the Peabody Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"Peabody Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Peabody notified. Yale University and the Peabody Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"Please acknowledge the Atlantic Reference Centre in any use of our data And acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details.",,,,,,,,,"Please acknowledge the Atlantic Reference Centre in any use of our data And acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
,,,,,,,,1,"RGM_MIJNWEZEN version 2008-05-07Richtlijnen / voorwaarden onder welke de database kan worden gebruikt, eventueel naam van contactpersoon voor meer info.",,,,,,,,,"RGM_MIJNWEZEN version 2008-05-07Richtlijnen / voorwaarden onder welke de database kan worden gebruikt, eventueel naam van contactpersoon voor meer info."
,,,,,,,,1,"Rapid Assessment Program (RAP) Biodiversity Survey Database. Conservation International. <rap.conservation.org>. Downloaded on MMDDYYYY.	The Rapid Assessment Program (RAP) Biodiversity Survey Database of the Center for Applied Biodiversity Science (CABS) at Conservation International (CI) provides access to data and images collected on biodiversity surveys conducted by Conservation International. CI makes no guarantee, express or implied, regarding the use of the material with regard to their correctness, reliability, accuracy, or otherwise. While neither CI nor its affiliated or related entities or its content providers shall be responsible or liable to any person, firm, or corporation for any loss, damage, injury, claim, or liability of any kind or character based on or resulting from any information. Users are encouraged to verify all data prior to using it in publications.",,,,,,,,,"Rapid Assessment Program (RAP) Biodiversity Survey Database. Conservation International. <rap.conservation.org>. Downloaded on MMDDYYYY.	The Rapid Assessment Program (RAP) Biodiversity Survey Database of the Center for Applied Biodiversity Science (CABS) at Conservation International (CI) provides access to data and images collected on biodiversity surveys conducted by Conservation International. CI makes no guarantee, express or implied, regarding the use of the material with regard to their correctness, reliability, accuracy, or otherwise. While neither CI nor its affiliated or related entities or its content providers shall be responsible or liable to any person, firm, or corporation for any loss, damage, injury, claim, or liability of any kind or character based on or resulting from any information. Users are encouraged to verify all data prior to using it in publications."
,,,,,,,,1,"Redpath Museum (RMMU) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the RMMU. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the RMMU notified. The RMMU and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"Redpath Museum (RMMU) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the RMMU. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the RMMU notified. The RMMU and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"Request for Acknowledgment: EMAP requests that all individuals who download EMAP data acknowledge the source of these data in any reports, papers, or presentations. If you use these data, please include a statement similar to ""Some or all of the data described in this article were produced by the U.S. Environmental Protection Agency through its Environmental Monitoring and Assessment Program (EMAP), http://www.epa.gov/emap/.",,,,,,,,,"Request for Acknowledgment: EMAP requests that all individuals who download EMAP data acknowledge the source of these data in any reports, papers, or presentations. If you use these data, please include a statement similar to ""Some or all of the data described in this article were produced by the U.S. Environmental Protection Agency through its Environmental Monitoring and Assessment Program (EMAP), http://www.epa.gov/emap/."
